28/05/2003,1.394095
28/06/2003,1.390962
28/07/2003,1.387828
28/08/2003,1.384559
28/09/2003,1.381425
28/10/2003,1.378292
28/11/2003,1.375022
28/12/2003,1.371889
28/01/2004,1.368755
28/02/2004,1.365486
28/03/2004,1.362352
27/04/2004,1.358917
27/05/2004,1.355481
27/06/2004,1.352178
27/07/2004,1.348742
27/08/2004,1.345306
27/09/2004,1.341871
27/10/2004,1.338435
27/11/2004,1.335000
27/12/2004,1.331696
27/01/2005,1.328261
27/02/2005,1.324825
27/03/2005,1.321389
26/04/2005,1.318559
26/05/2005,1.315599
26/06/2005,1.312769
26/07/2005,1.309809
26/08/2005,1.306979
26/09/2005,1.304020
26/10/2005,1.301189
26/11/2005,1.298230
26/12/2005,1.295399
26/01/2006,1.292440
26/02/2006,1.289609
26/03/2006,1.286650
25/04/2006,1.282924
25/05/2006,1.279198
25/06/2006,1.275472
25/07/2006,1.271746
25/08/2006,1.268021
25/09/2006,1.264295
25/10/2006,1.260569
25/11/2006,1.256843
25/12/2006,1.253117
25/01/2007,1.249392
25/02/2007,1.245666
25/03/2007,1.241940
23/04/2007,1.238115
23/05/2007,1.234170
23/06/2007,1.230345
23/07/2007,1.226401
23/08/2007,1.222576
23/09/2007,1.218631
23/10/2007,1.214806
23/11/2007,1.210862
23/12/2007,1.207037
23/01/2008,1.203092
23/02/2008,1.199267
23/03/2008,1.195322
22/04/2008,1.190541
22/05/2008,1.185874
22/06/2008,1.181092
22/07/2008,1.176311
22/08/2008,1.171644
22/09/2008,1.166862
22/10/2008,1.162081
22/11/2008,1.157414
22/12/2008,1.152632
22/01/2009,1.147851
22/02/2009,1.143184
22/03/2009,1.138402
28/04/2009,1.138402
28/05/2009,1.138402
28/06/2009,1.138402
28/07/2009,1.138402
28/08/2009,1.138402
28/09/2009,1.138402
28/10/2009,1.138402
28/11/2009,1.138402
28/12/2009,1.138402
28/01/2010,1.138402
28/02/2010,1.138402
28/03/2010,1.138402
27/04/2010,1.135531
27/05/2010,1.132661
27/06/2010,1.129900
27/07/2010,1.127029
27/08/2010,1.124158
27/09/2010,1.121288
27/10/2010,1.118417
27/11/2010,1.115546
27/12/2010,1.112785
27/01/2011,1.109915
27/02/2011,1.107044
27/03/2011,1.104173
25/04/2011,1.099660
25/05/2011,1.095041
25/06/2011,1.090528
25/07/2011,1.086015
25/08/2011,1.081397
25/09/2011,1.076883
25/10/2011,1.072370
25/11/2011,1.067752
25/12/2011,1.063239
25/01/2012,1.058725
25/02/2012,1.054107
25/03/2012,1.049594
24/04/2012,1.047745
24/05/2012,1.045794
24/06/2012,1.043946
24/07/2012,1.042097
24/08/2012,1.040146
24/09/2012,1.038297
24/10/2012,1.036448
24/11/2012,1.034497
24/12/2012,1.032649
24/01/2013,1.030800
24/02/2013,1.028849
24/03/2013,1.027000
23/04/2013,1.024800
23/05/2013,1.022500
23/06/2013,1.020300
23/07/2013,1.018000
23/08/2013,1.015800
23/09/2013,1.013500
23/10/2013,1.011300
23/11/2013,1.009000
23/12/2013,1.006800
23/01/2014,1.004500
23/02/2014,1.002300
23/03/2014,1.000000
